id_projeto,id_freelancer,nota,comentario
2266,2398,1,"Cumque commodi dolore consequatur. Ab exercitationem recusandae officiis facilis. Repellendus maiores animi nobis.
Ullam sed esse nisi. Sapiente harum neque corrupti sapiente enim optio.
Sed neque repellat saepe tempora. Cum molestias aperiam numquam. Natus modi amet aliquid ipsa atque."
2267,2977,1,"Deleniti totam sit aperiam. Sit repellendus nihil tempore hic quo similique.
Animi nesciunt suscipit maxime. Aperiam corporis placeat. Reprehenderit consectetur maiores nihil rem.
Itaque odio placeat atque."
2268,2045,2,"Deleniti quis officiis corporis ducimus. Eaque delectus sequi similique repellat velit. Fuga deserunt quasi at.
Eveniet reprehenderit enim at aspernatur sed illum. Libero modi architecto tempore.
Esse molestiae rem at nulla commodi doloribus. Velit incidunt accusantium perspiciatis pariatur."
2269,1593,3,"Placeat consequuntur veniam ut veniam. Dolor vel voluptates facere.
Nobis rem velit perferendis consequuntur inventore aut. Maxime ea illo modi nulla.
Quae quod eaque quasi. Nostrum sunt est ea.
Nobis dolorem unde. Blanditiis error explicabo repellat tempora a saepe."
2270,1639,5,Fugiat velit deleniti sint doloremque. Quas dolores necessitatibus vero vel fugiat rerum. Delectus nemo voluptatum a quibusdam.
2271,1684,2,"Hic tenetur quasi aliquid reprehenderit suscipit. Possimus quia nihil fugit impedit vero. Doloribus natus saepe modi officia in temporibus illum. Autem iste necessitatibus.
Modi dolor animi doloribus fugiat quia.
Laborum aliquid molestias incidunt. Placeat corporis repellat quam incidunt impedit."
2272,1779,2,"Maiores numquam veritatis cupiditate. Incidunt quidem in.
Error tempore nulla recusandae fugiat. Voluptas inventore dolore nam.
Aspernatur molestias delectus reiciendis inventore veritatis.
Enim inventore quam tempora quod.
Optio quaerat a ullam. Debitis magnam exercitationem praesentium."
2273,1817,4,"Nam recusandae ipsum repellat voluptas rerum. Repellendus atque at tempore officiis quia sed. Dolore vitae quae provident.
Eveniet praesentium vel magni reprehenderit maiores. Qui incidunt hic hic sapiente. Cumque numquam iusto doloremque et est."
2274,717,2,"Ipsam assumenda possimus sed. Cum optio blanditiis ducimus autem dolore.
Harum eaque non ipsum cumque architecto enim nobis. Necessitatibus facere saepe fugiat.
Dolor totam adipisci perspiciatis eos possimus. Iusto repellendus quidem perferendis culpa."
2275,119,3,"Magnam fugit neque nesciunt corrupti nesciunt.
Rem voluptas delectus enim. Aut asperiores neque quam ipsa unde. Quod vel nemo.
Porro deserunt illum dolore quibusdam autem. Eaque doloribus accusantium laboriosam nisi."
2276,927,2,"Minus optio laborum vitae quo corrupti odit. Autem excepturi mollitia voluptate. Ab quisquam eaque voluptatum sapiente aspernatur modi officiis.
Autem vero ex dolor. Enim vitae deserunt voluptas. Quam iusto maxime similique explicabo minus."
2277,2648,4,"Vitae fugit quas. Vitae occaecati illo perspiciatis iste facere. Deleniti quaerat repellat vel officiis.
Rem necessitatibus sit dolorum cum beatae accusamus nobis.
Repellat blanditiis eius eius dolore vero voluptatem culpa. Dolore vero ipsa necessitatibus quaerat. Porro quam debitis nisi possimus."
2278,1659,3,"Quas modi magni culpa debitis totam occaecati. Iusto accusamus maiores vitae.
Et nemo ratione ratione repellendus labore doloremque. Sint quia dignissimos. Debitis tenetur aperiam ullam enim. Eveniet dolor consequuntur reiciendis corporis corporis."
2279,781,2,"Placeat sapiente aut maxime ea. Nihil explicabo aliquam quisquam officiis.
Architecto adipisci amet ratione debitis. Odit magni quam sequi in voluptatem consectetur.
Distinctio neque totam voluptas placeat. Minima rem a voluptate voluptates."
2280,659,2,Ullam doloremque amet culpa at accusamus enim. Fugiat accusamus possimus ipsam cumque praesentium. Amet adipisci ab facere veniam quo.
2281,1001,1,"Est vitae optio vitae. Consequuntur tempora laudantium nisi. Architecto praesentium corrupti enim.
Neque consequatur molestias maiores animi asperiores. Accusantium non minima necessitatibus neque. Blanditiis labore magni blanditiis tenetur."
2282,286,4,"Enim libero illo quas. Soluta vero cumque mollitia unde ipsum.
Facilis perspiciatis aliquam ea deleniti corrupti nostrum fugiat. Id vitae ullam unde fugit aspernatur atque. Blanditiis incidunt placeat corporis magni quo."
2283,1984,1,"Tenetur voluptatibus quae accusamus voluptas. Quae cum aliquid voluptates ut officia. Esse iusto quam numquam corrupti omnis.
Omnis fuga vel ducimus consectetur. Sit tempore repellendus qui ipsa perspiciatis velit."
2284,2721,3,"Officiis officiis cum pariatur. Harum aperiam nihil atque minus.
Debitis nemo earum vel ab soluta. Aspernatur deserunt nam atque dolorum. Quos ratione expedita.
Rem minima quia dolore accusantium temporibus non. Fugiat asperiores laboriosam reprehenderit aliquam."
2285,1010,1,"Quibusdam iure consequuntur quam dolore minus. Expedita ratione quo quam occaecati et.
Veniam aut tenetur neque.
Assumenda impedit itaque molestiae atque vero. Aperiam ex omnis dolore officia repudiandae pariatur.
Accusantium ipsa enim voluptates officiis alias praesentium. Non culpa repellat."
2286,1555,5,"Suscipit minus placeat autem. Rerum ratione corporis quas inventore. Nisi maxime amet animi ipsam sint eos.
Possimus iure delectus omnis quam harum dolorum. Aut sint praesentium reiciendis sunt. Tenetur aperiam deserunt tenetur vero repellendus aliquid sed."
2287,835,3,"Ipsa laborum sed rem.
Consequuntur ipsa rem alias harum nobis. Accusantium deleniti excepturi dolorum. Consectetur ut rerum.
Provident aut nulla officiis.
Iusto non aut nihil sapiente nemo. Voluptatem neque officia magnam minus omnis minus doloremque."
2288,2642,3,"Facilis accusamus assumenda quod perspiciatis reiciendis culpa. Consectetur maxime deleniti quisquam dolores officia.
Laboriosam quaerat pariatur voluptatibus. Repellendus ad laboriosam.
Odit eos suscipit sint quaerat. Provident quas temporibus magni architecto incidunt molestias quia."
2289,720,2,"Aliquam quos illo assumenda incidunt voluptas earum. Corrupti ex alias.
Est autem tempore ut.
Eligendi doloribus dolorem illo nobis. Modi cum animi dignissimos. Accusamus tempora ratione a ut doloribus ratione."
2290,1551,3,"Amet doloremque alias est earum inventore. Saepe corporis quod ipsa. Assumenda molestias voluptatem facere.
Omnis corrupti rem delectus cupiditate. Iusto a assumenda quas eum labore inventore. Laudantium iure molestiae iure voluptatem distinctio dolor."
2291,138,5,"Doloremque molestiae cum ullam earum. Velit est facilis a perferendis dolorum consectetur itaque. Sint iste voluptates laudantium tempora unde dolores.
Accusantium molestias qui quis quam laboriosam illo nemo. A nostrum voluptatem quam dolorem nam mollitia."
2292,298,3,"Illum quia ullam. Nobis occaecati nesciunt officia ipsam labore dignissimos. Distinctio assumenda natus et ratione officiis.
Minima tenetur a earum laborum nihil animi.
Placeat veniam fugiat sapiente. Iste a voluptas amet beatae animi."
2293,990,3,"Beatae mollitia autem voluptas quos inventore. Veniam ea unde repellendus blanditiis neque quam.
Cumque eos iste corrupti voluptas et quas. Excepturi ipsa sed accusantium.
Quaerat officiis deleniti sequi soluta accusantium. Quidem doloribus laudantium fugit esse odio iusto."
2294,67,4,"Dolor commodi explicabo nesciunt suscipit. Magnam reprehenderit porro quae tempore quae eum. Voluptatem voluptatibus architecto quod. Earum porro sapiente quasi odio ex.
Hic pariatur maxime est quod nulla fuga. Et ex at quod. Reiciendis quos earum nam dolor possimus."
2295,190,2,"Est quo et perferendis magni. Molestiae sit nostrum error pariatur amet.
Ratione sed iure reiciendis exercitationem. Aliquid quos aut est quidem dolorum praesentium.
Autem velit doloribus cumque. Magni tempora sapiente dolores facilis a."
2296,1230,3,"Asperiores commodi tempora sequi hic deserunt eum. Quidem eius repudiandae ullam voluptatum sapiente. Provident aliquid accusamus aut.
Itaque iure quae accusamus consectetur fugit. Deserunt laudantium autem reiciendis. Odio necessitatibus rem corporis dicta amet."
2297,1131,1,"Alias dolor quidem amet praesentium dignissimos. Possimus facere perspiciatis illum nihil ea. Earum vitae perferendis sunt molestiae illum facilis. Neque officia amet aspernatur eaque quo.
Voluptatem ab debitis.
Quo magnam minus. Sint nam laudantium. Est eveniet porro laborum delectus error odio."
2298,2727,5,"Aut at consequuntur rem voluptatem.
Quam assumenda delectus laboriosam. Omnis necessitatibus temporibus eaque ipsa veritatis facilis explicabo.
Ea illum nam iste laboriosam quasi atque. Labore suscipit delectus voluptatem.
Similique occaecati doloribus explicabo veritatis nesciunt."
2299,262,4,Adipisci nobis corrupti. Dolore repudiandae quis animi id. Eaque eligendi maxime culpa. Excepturi minima voluptates ad.
2300,1262,2,"Perspiciatis animi exercitationem necessitatibus. Quaerat veritatis sunt assumenda. Ab quidem mollitia placeat quidem voluptates.
Quo est unde ab reiciendis ex sequi. Deleniti exercitationem ea temporibus doloremque. Quis debitis quia sapiente."
2301,1065,4,"Explicabo tempora dolores officiis suscipit. Natus illum fugiat expedita voluptates. Aut quidem dolorem voluptate.
Eius sequi sapiente amet. Quam facere blanditiis voluptas et. Alias temporibus exercitationem magni."
2302,1939,5,"Nisi beatae aut at excepturi incidunt vel. At non eos facilis deserunt porro.
Doloremque tenetur enim quo.
Voluptatum neque reprehenderit id quaerat vero. Nesciunt aspernatur delectus laboriosam illum alias voluptatibus.
Earum vel dolor. Aliquid architecto vitae impedit sequi et."
2303,2503,4,"Temporibus ratione dolorem quos ullam porro nam. Deserunt in distinctio consectetur et voluptas. Soluta aliquam quo reiciendis neque.
Dolore aliquid numquam illo mollitia dolorem. Et ea similique blanditiis facilis. Sunt earum incidunt adipisci aliquid ipsa iusto."
2304,285,1,"Libero natus dignissimos rem corporis fuga nemo est. Doloribus eius ratione ut similique. Voluptas consequuntur beatae aspernatur.
Voluptas tenetur sint dolor voluptatem ratione dignissimos dolores. Commodi maxime nostrum ratione neque maiores. Consectetur atque perspiciatis aliquid."
2305,327,3,"Modi sed at eius quibusdam. Natus sed enim quidem quisquam.
Eveniet aliquid inventore sint. Ab officia quibusdam atque animi atque et.
Delectus excepturi veritatis animi nobis perferendis veritatis."
2306,2837,5,"Corrupti fuga perferendis deserunt sit. Blanditiis est perspiciatis natus.
Labore in et minus ratione enim soluta. Fugiat accusantium eum. Doloremque aliquid facere.
Nulla ullam totam quaerat possimus minus. Id nostrum doloribus debitis culpa. Placeat nobis amet vel hic praesentium aperiam."
2307,1649,1,"Dolorem debitis facilis suscipit doloremque ducimus. Velit sed a at in.
Molestiae tenetur minus corporis iusto nam aliquam maiores. Architecto veritatis vitae commodi ea hic. Odio vitae eum quis quod."
2308,2691,3,"Et deserunt officia consectetur earum et in. Vitae architecto nulla blanditiis fuga. Dolores doloribus commodi dicta.
Nulla distinctio ea sunt cupiditate et quae enim. Doloribus quae distinctio provident eum inventore.
Accusamus inventore dolor quos minima ipsam. Perferendis quia dolor ipsum hic."
2309,2783,2,"Tenetur nisi nulla magnam earum nesciunt molestias. Dignissimos quaerat libero dolorum. Neque quas voluptate distinctio beatae.
Optio adipisci ducimus laborum tempora. Aut ducimus et laborum provident vero. Et fugit deleniti repudiandae iste."
2310,780,1,Iure doloribus quas necessitatibus consequuntur ratione. Laborum consectetur neque exercitationem odit odio nihil. Impedit veritatis mollitia enim dignissimos illo. Iste accusamus veniam ipsa.
2311,2236,5,"Voluptatem earum cum et omnis aliquid iste. Sapiente quisquam incidunt corrupti perferendis ipsam est.
Nihil occaecati ipsum vero. Optio ullam non sunt.
Eveniet est nihil quae."
2312,658,3,"Asperiores labore accusamus. Ipsa velit fugiat est in. Ipsum doloremque esse deserunt saepe.
Quidem non ut harum quaerat aliquid. Maxime similique in necessitatibus odio totam commodi. Iste enim quae vitae incidunt soluta quas."
2313,1849,2,"Temporibus facere vel quibusdam fugiat. Molestiae delectus inventore dolore optio eos. Adipisci molestiae a ad.
Quos voluptatem labore animi placeat ab. Explicabo nobis cumque esse. Quasi optio ipsum.
Repellat ratione doloribus asperiores tenetur voluptatibus dolorum."
2314,1759,5,"Culpa quam atque pariatur sequi possimus vel velit. Corporis voluptatem tenetur rem iusto. Tempore autem explicabo soluta.
Neque dicta velit consectetur sint quo. Natus rerum a expedita.
Et iusto quod eum. Animi cupiditate nam delectus.
Voluptas quasi veritatis in fuga sit."
2315,182,5,"In voluptate minima officiis ducimus quos quas. Eligendi dolor aliquam delectus iusto minus similique.
Quis mollitia minus assumenda. Commodi laudantium tenetur laborum laborum.
Delectus natus dolores culpa. Quidem nam recusandae aliquam occaecati harum."
2316,2463,2,"Molestiae enim accusamus quasi animi voluptates eum ea. Vel facere natus.
Animi alias praesentium dolore quaerat quaerat quo.
Necessitatibus eos non exercitationem quidem velit. Ea dolorum perferendis illum hic provident."
2317,338,4,"Quae impedit dolores qui veniam. Eos magnam praesentium error. Veritatis debitis iste maxime labore atque.
Eos ad consequuntur libero beatae quam. Cupiditate autem molestiae doloribus dignissimos dolorem quae."
2318,396,4,"Rerum itaque excepturi quidem. Voluptate eveniet id cupiditate aut beatae. Aspernatur doloremque ducimus sapiente necessitatibus hic adipisci quas.
Libero quasi dolorem delectus hic iure. Dolore recusandae eos voluptates sint eos est. Cum quasi illo praesentium vero qui ab."
2319,1886,3,"Itaque voluptate tempore consectetur quia ad. Illum quis numquam quod eum. Corporis at error dolore occaecati veritatis.
Suscipit ipsam occaecati aut placeat. Dolor facilis amet minima repellat incidunt sint.
Repellendus consequatur odio iure.
Tempore delectus aspernatur sunt."
2320,850,1,"Ad tempora dolor. Ullam illum ab dolore cumque. Id commodi animi ad illo quos magnam nisi.
Error cum soluta voluptates amet consequatur. Cumque maiores commodi. Amet ut occaecati magni eaque odit culpa. Nobis ab quisquam possimus eius aspernatur repellat."
2321,922,4,"Dolorem voluptatibus debitis saepe ad ea rerum commodi. Error eum esse. Quas deserunt consequatur corrupti dignissimos.
Voluptas animi harum fugit a nobis voluptatibus nisi. Quis nam perspiciatis velit eos est. Architecto qui eum. Odit inventore nihil cumque perferendis."
2322,487,3,"Tenetur expedita ab blanditiis architecto voluptas. Ipsam doloribus itaque quis quibusdam necessitatibus.
In illo distinctio aliquam. Ipsum optio sapiente amet saepe. Nisi vero pariatur similique aliquid facere repellat debitis."
2323,1565,1,"Exercitationem provident cum nihil ipsa quam. Repudiandae quam repellat dicta ad ducimus. Dolores commodi maiores commodi voluptates.
Laborum error ducimus ad. Cupiditate voluptates voluptate deleniti ut deleniti."
2324,437,4,"Tempora pariatur doloribus error illo occaecati. Architecto dolore et. Mollitia sequi tenetur perspiciatis officiis laudantium in provident.
Consectetur earum provident dolor atque harum. Illum modi alias omnis. Voluptate aliquam ad in cumque."
2325,1080,5,"Beatae vitae iste recusandae asperiores sequi nobis. Ipsam asperiores nemo esse. Quibusdam maiores suscipit eligendi eius voluptas.
Exercitationem culpa autem alias. Beatae dicta amet."
2326,74,5,"Recusandae velit neque quasi facilis ut. Alias rerum numquam vitae ipsam. Nesciunt corrupti occaecati quod molestiae ab fugiat tempore.
Laudantium a vitae consequuntur. Ad sequi ab ut aliquam fugit."
