id_projeto,id_cliente,nota,comentario
2273,1783,2,"A deserunt porro alias debitis sit praesentium. Quasi aspernatur natus fugit neque. Quasi fugit tenetur molestiae.
Aspernatur mollitia quae nam facilis nostrum cupiditate maxime. Magnam quibusdam consectetur reiciendis nesciunt aperiam nostrum. Cum velit recusandae beatae voluptate ipsum modi."
2274,4090,2,"Tempora pariatur necessitatibus at maiores. Illum incidunt quaerat libero iusto quidem earum.
Suscipit tempora perferendis ea. Non molestiae iste perferendis deleniti. Atque suscipit eius sit porro odit quia cum."
2275,4514,2,"Nihil exercitationem praesentium inventore. Distinctio aspernatur illum mollitia.
Adipisci quas reiciendis nostrum unde. Adipisci quas hic tenetur ullam optio."
2276,4021,5,"Voluptatum molestias pariatur iusto pariatur sit itaque omnis. Repellendus fugit odio dignissimos quae. Ad ab voluptates voluptate ipsum unde nostrum.
Non nostrum culpa ullam officiis. Quidem quo quam est quas rerum consectetur.
Nobis hic ad consequuntur fuga."
2277,2295,4,"Quia maiores id. Sed numquam asperiores pariatur quibusdam assumenda. Doloremque esse neque est pariatur deleniti.
Expedita hic amet dolores sit soluta. Expedita assumenda iure repudiandae repellendus velit minima."
2278,4090,4,"Est quibusdam fuga laboriosam. Sunt delectus quisquam accusamus repellendus at.
Consequatur nemo consectetur accusamus nisi architecto. Veritatis officia aliquid cum dicta saepe. Rem aliquid odio quia nobis quaerat."
2279,4455,3,"Sint distinctio ea aspernatur.
Sunt omnis accusamus voluptate inventore. Harum nostrum alias exercitationem. Odit amet velit dolorem doloribus.
Ex esse facilis rem incidunt eaque. Aliquid repudiandae modi assumenda cupiditate at."
2280,1282,2,"Occaecati ducimus eaque qui modi nemo quidem. Deserunt neque similique optio excepturi. Reprehenderit tempore delectus sed pariatur ut.
Aliquam eveniet deleniti quos hic quae. Est laborum facere officiis animi iure."
2281,696,2,"Sequi ducimus quasi soluta ullam. Laudantium dolores omnis illo. Pariatur officiis eum.
Aut quibusdam iure ut possimus doloribus. Delectus quibusdam voluptate commodi. Commodi ipsum a deserunt."
2282,4243,5,"Occaecati quia enim omnis vitae quos quos. Nostrum unde ducimus sapiente accusamus. Quas sed atque molestiae ipsum fugit asperiores.
Earum illum dolore odio ea. Sunt quae recusandae ea.
Nobis recusandae nobis aspernatur. Delectus voluptatem hic quia ducimus quod. Repellendus eligendi debitis."
2283,3826,5,Harum quam dicta nisi nihil explicabo perferendis consequuntur. Dolorum ab expedita temporibus enim reprehenderit. Animi ipsam labore doloribus.
2284,2212,3,"Quidem repellat doloribus possimus eligendi assumenda. Facilis ea dicta quaerat recusandae eligendi.
Esse maxime totam officia molestias sunt cum ipsum. Iusto magnam architecto quia aliquam. Dicta eveniet quos."
2285,1574,2,"Iusto fugit maiores praesentium incidunt fugiat sint. Incidunt dolorem consectetur provident deserunt.
Aut id itaque aliquam corrupti. Quas nisi fugiat. Blanditiis sequi tempore iste.
Sequi quasi incidunt.
Enim consequuntur animi atque nulla debitis. Laudantium ea commodi soluta dolore."
2286,1038,3,"Numquam illum quo officia atque temporibus. Nisi id vitae explicabo.
Velit occaecati sit iure placeat dolores. Alias sunt culpa ducimus ipsam. Unde molestias earum doloribus atque iusto.
Eligendi non quam temporibus assumenda. Officiis minus voluptas voluptatum laudantium quos optio."
2287,813,1,"Vero maiores vel rerum eius alias totam. Itaque esse quae.
Provident minus illo odit quibusdam hic.
Omnis sapiente quos similique soluta vitae explicabo. Reprehenderit fugit sint aliquid autem dolorum. Placeat illo dolore repellat repudiandae perspiciatis."
2288,4580,3,"Dolorem provident consectetur libero. Facilis rerum cupiditate est iste ducimus.
Dolores totam error praesentium delectus quam quae. Officia vitae corrupti. Cupiditate architecto architecto ducimus."
2289,4666,4,"Quia beatae voluptatem dignissimos placeat voluptate. Veniam atque pariatur eius illo.
Quisquam sequi dolorem qui voluptatem consectetur qui. Esse laudantium eius reiciendis dolore nesciunt debitis.
Ducimus quam ullam rem. Libero aperiam quas odit."
2290,3935,3,"Et suscipit recusandae impedit eius soluta vero. Aliquam iusto iste consequuntur totam optio iure. Nulla corrupti totam atque aliquam.
Dolore iste praesentium consequuntur perferendis perspiciatis. Quos ipsa maxime magnam aliquam."
2291,535,4,"Accusamus dolores voluptates iure quasi soluta iusto. Amet minus aliquid ut nihil quae nemo.
Ipsa reiciendis quas laudantium quidem. Saepe non mollitia ratione voluptas explicabo officiis.
Nisi quia cumque. Modi suscipit tenetur possimus laborum error."
2292,1830,1,"Deserunt ducimus sit ea quisquam. Quasi debitis nemo aut eos beatae sunt. Provident officia inventore earum mollitia unde necessitatibus deserunt.
Ducimus perspiciatis magni perspiciatis.
Reprehenderit ad commodi unde suscipit sint. Architecto voluptate laborum odio."
2293,4533,1,"Asperiores suscipit doloribus aperiam vel. Sunt laborum necessitatibus quaerat neque inventore.
Ea magnam tempora. Iure possimus tempora saepe modi.
Commodi rem excepturi officia. Aliquam odio doloremque maiores.
Odit eius adipisci beatae enim mollitia."
2294,1746,1,"Necessitatibus aliquid architecto iste tempora adipisci. Possimus ipsum voluptatem temporibus earum nobis accusamus. Saepe nostrum eum sit impedit vel.
Est illo ipsa illum. Expedita consequuntur consequatur neque. Beatae necessitatibus laborum atque."
2295,3776,3,"Magnam corporis corporis doloribus praesentium. Nisi vitae culpa provident laudantium quos dolorem. Neque sapiente corrupti quibusdam.
Nihil qui quibusdam laboriosam sapiente. Atque voluptate ad ducimus eaque officia. Animi occaecati perspiciatis corrupti id magni."
2296,2170,5,"Nostrum laudantium atque veritatis modi expedita optio. Eaque fugit ducimus rem. Molestias architecto delectus nobis assumenda ut perspiciatis magni.
Tenetur ex deleniti occaecati illum debitis. Facere nihil officiis laudantium. Illo voluptatum et tempora quos facilis commodi."
2297,78,4,"Occaecati veritatis id aliquam. Consequuntur porro perferendis. Ipsum consequatur minima cupiditate.
Ut officiis quos perferendis quas.
Vel tenetur maiores illo commodi libero. Voluptatibus asperiores saepe. Excepturi fugit qui optio."
2298,3845,2,"Voluptatibus sit nulla fugit sequi quae fugiat. Atque rerum non non. Quia deleniti dolor optio dolorum iusto. Totam minus amet quasi iusto minus optio.
Quam nemo quaerat corporis. Eaque ducimus rerum nesciunt.
Iure sed provident deleniti."
2299,2464,4,"Molestias impedit ut impedit cum cupiditate perspiciatis distinctio. Laudantium nam beatae impedit blanditiis. Repellendus aliquid dolorum voluptas.
Saepe nemo architecto ipsam at earum. Pariatur asperiores molestiae aspernatur quos quo."
2300,90,5,"Molestiae aliquam facilis assumenda distinctio. Consequuntur unde quam delectus cum repellat. Vero dicta nihil beatae exercitationem eum quae.
Quasi explicabo illum a tempore laudantium. Aut earum fuga rem ipsam minus inventore. Laborum alias unde excepturi accusamus explicabo."
2301,646,5,"Magni consequatur temporibus. Ducimus ullam repellendus doloremque saepe rem. In repellendus velit odio.
Sapiente deleniti harum dolorem. Velit libero ab laborum quis cumque dicta."
2302,2131,4,"Debitis quam aliquid dolorem. Facilis necessitatibus at illo. Molestiae quisquam nisi maiores quaerat.
Repellendus sapiente aliquam labore officiis nostrum. Est fuga maiores eum quaerat exercitationem perspiciatis fugit."
2303,4463,5,"Quaerat temporibus natus nobis temporibus. Perferendis eum dicta maxime. Itaque animi laudantium maxime voluptate delectus.
Tenetur nulla quis harum illo. Animi animi debitis dolor ipsam. Mollitia ipsa similique ex inventore vero.
Vel commodi animi modi fuga vitae."
2304,945,5,"Velit velit a quod provident minus. Sint fugiat quibusdam recusandae. Tempore ex vel aperiam. Quas quisquam quo nemo.
Cumque veniam laboriosam quo non. Sequi doloremque alias sapiente qui facere ratione alias. Tempore saepe atque illo officiis cum."
2305,1670,4,"Et earum omnis sint. Qui omnis doloribus voluptate odit.
Voluptatibus reiciendis a asperiores odio nulla quae. Similique neque officia omnis molestias nobis aut dolore. Nostrum provident veritatis accusamus."
2306,1078,1,"Soluta mollitia quia cumque voluptas ea amet commodi. Dicta repudiandae repudiandae neque. Excepturi illum itaque asperiores hic asperiores atque consequatur. Esse officia soluta dolore doloremque quis.
Optio atque ex iste optio quibusdam delectus. Laborum laboriosam suscipit ratione."
2307,41,2,"Aliquid corporis fuga. Hic et doloremque. Dolorem aperiam fugiat deleniti. Est blanditiis quis possimus voluptas.
Magni nam neque aliquam nemo ut nemo. Quod facere ab hic.
Quae id libero."
2308,3776,1,"Necessitatibus corrupti a occaecati illum aut distinctio. Error eum laboriosam eos officiis magnam consequatur.
Labore omnis quasi magnam odio. Nobis dolorum consequuntur labore.
Dolorum velit debitis iure consectetur fugit numquam consectetur. Soluta voluptas velit nostrum maxime ducimus ex."
2309,4289,1,"Natus commodi voluptatibus nostrum architecto non eveniet eos. Eius sed harum labore ea. Asperiores totam sint repellat quis consequatur.
Eligendi sequi id. Fuga aliquid iusto illo fugit."
2310,2220,2,"Maxime sunt unde.
Asperiores rerum voluptatum libero. Nisi ex cumque officia libero suscipit.
Quia explicabo saepe inventore. Ipsum cupiditate ab dicta architecto alias quasi. Debitis voluptatibus provident asperiores fuga."
2311,3267,2,"Quibusdam quos eos consequatur eum nesciunt. Magnam unde ab illo. Sunt minima alias et nisi reprehenderit.
Quas nobis dolor expedita praesentium deleniti iusto. Iusto rerum est consectetur minima porro accusantium doloremque. Dolores quae quod vel laudantium."
2312,4188,3,"Natus eum itaque atque exercitationem. Eveniet fugiat animi voluptatum. Provident amet facilis libero nam omnis ipsa.
Esse itaque facilis aperiam. Ipsa hic reiciendis iste. Amet vero quas voluptatem labore.
Earum autem voluptatibus ipsam dolor accusantium qui. Nam vel consequatur vitae repellat."
2313,4481,4,"Odio incidunt hic quis. Voluptas quos sed repudiandae quos magnam. Iste fugit repudiandae provident.
Aperiam amet eum labore ipsa illo perferendis excepturi.
Dignissimos reiciendis numquam dolor. Ducimus quis nostrum. Ullam quidem ratione occaecati incidunt.
Molestias est facere nemo quod."
2314,668,4,"Occaecati doloribus minima illum nam fugit quis. Molestiae possimus earum aliquam. Quisquam tenetur praesentium aliquam.
Dolore libero qui voluptas in. Ad aspernatur dolore omnis consectetur. Eum adipisci nesciunt quam consequuntur incidunt pariatur."
2315,4076,2,"Ex enim mollitia explicabo. Id laborum ad consequatur tenetur animi consectetur reprehenderit. Sed nulla doloremque earum itaque debitis voluptatibus omnis. Voluptatem animi tempore dicta deserunt error tempora laudantium.
Sed deleniti odio blanditiis. Alias pariatur consequuntur veniam veritatis."
2316,1160,4,"Doloribus incidunt amet perferendis temporibus doloremque esse. Tenetur voluptatum soluta odit nemo ab iusto.
Maiores sapiente nisi. Dolores quidem fugiat beatae.
Soluta repellat quam dicta veniam ad nisi. Neque fugiat maiores enim harum aspernatur. Ex vero magnam vitae blanditiis."
2317,656,5,"Quas qui non ratione. Alias eius ad quisquam eaque asperiores. Magni quia porro tempore corrupti quisquam.
Et perspiciatis cumque facere possimus consequuntur. Aut optio culpa iusto."
2318,1303,5,"Eaque rem saepe dicta. Veritatis esse sit dolor. Molestias laborum suscipit cumque fugiat.
Debitis nulla voluptatibus consequuntur corporis debitis dolor. Totam iusto quia at illum facilis non. Maiores perferendis esse ullam animi."
2319,1315,2,"Recusandae vel illo nihil praesentium. Pariatur iusto at eum labore. Ipsam explicabo illum incidunt nulla eveniet.
Dolorum nobis sint necessitatibus atque consequuntur reprehenderit odit."
2320,1572,5,"Eos dignissimos in beatae dicta quisquam. Rem reiciendis aliquid rem.
Enim odit aliquam non quasi harum laboriosam sit. Vero cum esse neque minima.
Eius et dignissimos voluptate. Rem impedit reiciendis inventore voluptatem recusandae."
2321,4422,4,"In adipisci temporibus consectetur ratione suscipit. In dolore facilis nihil iusto.
Veniam incidunt ipsam. Et placeat laudantium. Doloremque suscipit totam qui dolores incidunt voluptates.
Temporibus quisquam praesentium. Debitis perspiciatis cupiditate ipsam accusantium at."
2322,2952,3,"Quos ratione perspiciatis. Ex modi porro.
Delectus autem rem minus ad autem. Asperiores magni fugiat asperiores hic.
Beatae molestias omnis saepe. Doloremque maxime at inventore dolore illo molestiae. Voluptatem et voluptates id recusandae nesciunt facere non. Tempore qui inventore cumque."
2323,3954,2,"Quae aliquam architecto ex ea. Fugiat fugiat laborum similique quo quis.
Nostrum modi vel est maiores odit aliquid vitae.
Occaecati sint alias minus explicabo consequatur esse. Corporis voluptatum expedita vero necessitatibus. Quia non porro facilis. Sed nam corporis mollitia voluptatem laudantium."
2324,3923,1,"Autem consequatur odit incidunt deleniti. Sed exercitationem ducimus unde ratione quisquam. Corporis aliquid sequi. Enim quia exercitationem expedita quidem qui.
Possimus quis quia aliquam in. Ea perspiciatis corrupti. Saepe debitis debitis."
2325,877,5,"Itaque debitis ut.
Fugit repellat minima nisi. Libero itaque tempora ipsum enim ab. Excepturi animi quas cumque maxime.
Quasi eaque pariatur eligendi. A facilis totam adipisci ex officia dolorum. Repellendus iure accusamus ut tempora est maiores."
2326,2565,3,"Tenetur quos libero.
Tempora natus voluptatem occaecati. Earum tempora magni ad nulla veritatis labore illum. Pariatur repellendus laudantium mollitia commodi debitis."
2327,3920,3,"Modi eius perspiciatis. Earum facilis eligendi magnam eum.
Incidunt vero cumque debitis. Molestias repellat vel similique occaecati. Delectus assumenda veniam veniam pariatur dolorem eligendi."
2328,550,5,Eligendi beatae consequatur tempora voluptatum dignissimos totam. Totam a minima explicabo earum.
2329,7,3,"Blanditiis odio culpa rem incidunt. Saepe quas occaecati nulla incidunt accusamus earum.
Qui at recusandae consequatur cum. Accusantium reprehenderit sunt numquam similique.
Sequi beatae harum. Eaque ratione dolorum fugit quibusdam consequatur a natus."
2330,4504,3,"Ratione hic explicabo pariatur ab dolorum aut a. Necessitatibus debitis at molestias voluptate minima. Placeat labore occaecati perspiciatis quasi facilis perferendis.
Voluptates ut distinctio doloremque voluptate nisi minima placeat. Cumque mollitia consectetur nostrum non inventore."
2331,389,4,Cum nobis odit officiis porro soluta maiores dignissimos. Quam velit est culpa repudiandae porro cumque. Sapiente reprehenderit harum necessitatibus modi quam quae.
2332,4432,1,"Vero ipsa est. Delectus amet dolor eaque voluptates provident incidunt sed. Corrupti reprehenderit numquam quos nesciunt eum.
A ipsa autem aliquid voluptas. Et nihil commodi praesentium inventore harum quis."
2333,726,1,Perspiciatis quasi quisquam reprehenderit quaerat repellat distinctio. Dolorem saepe enim soluta vel. Voluptate laudantium magnam ratione sit voluptate.
2334,4687,3,"Porro odit alias temporibus. Ut repellendus accusamus maiores atque quos. Eos ad dolore nobis at.
Quidem beatae provident minus excepturi vitae iusto. Optio quam voluptatibus ea reprehenderit.
Non ducimus assumenda praesentium optio."
