id,id_projeto,id_freelancer,status_proposta,valor_proposta,prazo_entrega,descricao
2268,2268,779,Aceita/Finalizada,9124.52,2025-05-13 16:50:03,"Est beatae modi facilis dicta. Commodi dicta ab. Similique a perspiciatis sit sed quam commodi.
Illum beatae quasi totam repellat quisquam sequi. Molestiae rem enim excepturi. Aliquid aliquam qui et.
Doloremque debitis harum. Repudiandae aperiam fuga optio dolorum.
Eligendi cumque dolorum veritatis. Quaerat iste assumenda ipsa. Quam iusto veniam."
2269,2269,1788,Aceita/Em Andamento,5167.87,2025-05-13 06:39:11,"Sit quam neque nam inventore quidem quo ex. Possimus ratione impedit.
Quaerat iure numquam necessitatibus molestias in ducimus. Officiis mollitia voluptates dolorem similique tempora temporibus ea.
Libero quia hic cupiditate. Ad quia consequatur maxime atque libero consequatur fugit. Iure iusto doloribus ipsam praesentium laudantium deserunt."
2270,2270,2347,Cancelada,1914.40,2025-05-18 21:36:59,"Non omnis quo velit. Laudantium impedit illo. Aspernatur et nulla culpa.
Cupiditate quis dolorem rerum et. Id nobis deserunt fuga quia. Perspiciatis soluta blanditiis voluptas voluptatibus optio mollitia.
Ad natus neque consectetur alias. Dolor necessitatibus non temporibus esse. Maiores placeat repellat dolorum asperiores ea facilis."
2271,2271,2770,Cancelada,8742.47,2025-05-16 05:47:56,"Impedit laborum delectus dolores explicabo ratione. Accusantium eligendi sapiente rerum occaecati harum modi labore. Aliquid libero deleniti eveniet aperiam cumque itaque. Sunt voluptate similique velit adipisci culpa.
Tempore corporis doloremque suscipit veritatis quibusdam. Tenetur adipisci neque aperiam. Enim officia explicabo natus doloribus."
2272,2272,2661,Pendente,1509.20,2025-05-09 05:10:47,"Dolores velit neque culpa corporis. Debitis laborum maiores at quia distinctio libero rerum.
Quia dolore modi praesentium. Aut voluptatum quae eaque possimus eius.
Consequuntur architecto quidem debitis aut maiores quae. Sed aut assumenda. Voluptatem cum aut corrupti dolor voluptatum."
2273,2273,801,Cancelada,2621.33,2025-05-17 09:54:32,"Delectus rem iste laborum. Ducimus non nisi voluptatum iure impedit. Occaecati omnis unde.
Eum magnam sint repellat ducimus ratione tenetur. Laborum optio porro consequatur magnam. Culpa repellendus enim eius quasi occaecati.
Hic repudiandae a excepturi magnam. Perspiciatis impedit ipsum natus iusto."
2274,2274,641,Aceita/Finalizada,5924.23,2025-05-21 00:49:54,"Repellendus ut voluptatem dicta quod dicta. Nulla facere veniam nemo ut sed vel. Sunt ad laudantium eius.
Optio quo accusantium occaecati placeat cupiditate aut fugiat.
Repellendus fugit ad asperiores assumenda assumenda."
2275,2275,2815,Aceita/Finalizada,9590.45,2025-05-21 15:12:27,"In nesciunt saepe expedita. Quisquam pariatur architecto aliquid perferendis deleniti nulla voluptatem.
Ipsa velit vitae sed odit. Reprehenderit repellat laboriosam ex dolorum doloribus nemo.
Ullam beatae enim ullam officia voluptate fuga. Laboriosam ut sit vel culpa. Quidem eveniet quae voluptatibus voluptatum repellendus."
2276,2276,960,Aceita/Finalizada,4813.16,2025-05-09 13:49:11,"Doloribus nostrum ullam excepturi molestiae esse. Corporis rerum laborum impedit atque eos reprehenderit. Qui earum neque voluptate.
Quae aperiam laborum quo nostrum. Dolor corporis distinctio.
Dolores magni enim tenetur. Possimus non autem. Quaerat nulla expedita praesentium mollitia explicabo dolorem maxime."
2277,2277,1779,Recusada,4634.86,2025-05-17 12:46:24,"Mollitia distinctio excepturi quod deleniti. Non libero quae est laudantium voluptas eaque. Asperiores soluta quasi animi natus quae iure.
Illum blanditiis culpa aliquam. Magni quaerat repellat dolorem est accusamus. Nostrum doloremque cumque beatae delectus pariatur.
Dignissimos consectetur repellat nesciunt saepe ex ab ducimus."
2278,2278,1281,Aceita/Finalizada,7662.26,2025-05-12 14:46:28,"Voluptate possimus voluptates iusto reiciendis. Quas veritatis officia labore sed necessitatibus iure.
Ut consequuntur distinctio excepturi animi non delectus reprehenderit. Magnam eius accusantium deserunt. Veritatis ratione expedita soluta."
2279,2279,2252,Pendente,7665.28,2025-05-12 10:03:56,"Recusandae cupiditate fuga id sunt.
Ab est possimus molestias tempore tempore. Sapiente atque dicta non eveniet at expedita reiciendis.
Ipsa fugiat culpa maxime natus. Ipsam fugiat vel reprehenderit soluta aperiam facilis.
Optio mollitia odit beatae. Quas rem quis at veniam cupiditate. Officia voluptatibus error voluptatum."
2280,2280,1392,Recusada,1211.07,2025-05-10 03:07:36,"Maxime quam rerum minima. Consequatur nam mollitia asperiores.
Iure vel quibusdam eius. Voluptatem quasi impedit. Ut veritatis possimus quibusdam omnis reiciendis.
Veritatis odit ipsum eaque rerum.
Nesciunt libero nobis debitis soluta rerum. In fugit dignissimos facilis quaerat. Error consequuntur placeat ex ratione nobis."
2281,2281,1277,Aceita/Em Andamento,7303.76,2025-05-09 03:33:31,"Libero voluptatibus eaque maxime ducimus. Saepe nesciunt asperiores rem eius pariatur. Ducimus saepe impedit quibusdam voluptatum.
Beatae quos nobis error. Totam odit saepe officiis eveniet fugiat aperiam. Quod debitis eaque sint dolor aut dolores."
2282,2282,2311,Aceita/Finalizada,643.21,2025-05-19 06:53:50,"Maiores facilis maxime omnis illo. Quaerat ad earum repudiandae qui ut. Explicabo omnis cupiditate asperiores iure molestias. Quam illum culpa eveniet.
Similique alias in praesentium nulla. Cumque voluptas neque perspiciatis ab architecto."
2283,2283,362,Aceita/Em Andamento,3740.81,2025-05-08 23:42:10,"Quibusdam dignissimos laboriosam. Est corrupti iusto eos.
Quibusdam illo possimus voluptatem voluptatibus. Quibusdam veritatis ducimus quia modi esse porro mollitia. Neque amet tempora eum ipsum deleniti doloribus.
Voluptatum dolores provident commodi suscipit autem. Impedit aspernatur quo eligendi quia ipsum impedit."
2284,2284,258,Recusada,4895.33,2025-05-19 13:38:47,"Laborum reiciendis quasi placeat sapiente facilis. Quo repudiandae alias alias molestias.
Earum harum architecto itaque soluta ullam. Rerum facilis sed. Qui voluptas distinctio officiis porro ratione. Consequuntur porro ut facilis eius.
Nesciunt eligendi vitae. Aliquid alias sed."
2285,2285,746,Aceita/Finalizada,1475.71,2025-05-18 09:46:52,"Aspernatur provident enim natus blanditiis velit libero. Modi maxime corrupti earum nam asperiores quod consectetur. Quis nulla voluptatibus sint provident quae hic tempore.
Impedit animi eligendi accusantium tempora. Id velit iure officia. Earum ab expedita dolorum.
Quas neque occaecati atque culpa dicta. Neque animi sequi magnam quibusdam."
2286,2286,2118,Aceita/Em Andamento,2071.89,2025-05-12 02:29:54,"Tempora velit vitae repellendus necessitatibus. Animi hic ullam minima. Unde cum repudiandae illum vitae facilis corrupti.
Quas nam aut earum. Esse in impedit reprehenderit. Temporibus maxime debitis quis sunt facere iste qui."
2287,2287,2106,Aceita/Finalizada,8218.91,2025-05-21 17:01:50,"Omnis laborum aut distinctio fugiat labore ipsa. Asperiores et pariatur ad nihil.
Exercitationem magni quae repudiandae recusandae magni dolorem modi. Excepturi alias delectus inventore temporibus fuga ab. Nesciunt autem error facere voluptas laboriosam. Ad illo a eligendi rerum architecto."
2288,2288,2035,Aceita/Em Andamento,305.22,2025-05-11 16:14:17,"Eius ducimus sequi magnam magni. Aperiam numquam earum sapiente delectus molestias vero. Laborum excepturi reprehenderit vel voluptates debitis distinctio.
Quo nam quia accusamus officia quae eos. Voluptatibus debitis autem. Dicta dignissimos dignissimos iure. Veniam magnam expedita placeat hic sint unde."
2289,2289,2208,Aceita/Em Andamento,4886.13,2025-05-09 14:30:52,"Corrupti atque quisquam ut quibusdam incidunt nemo. Omnis iste nihil commodi. Atque facere veritatis dicta maiores nulla quidem.
Molestias aliquam esse incidunt quis. Culpa possimus recusandae laboriosam quam. Iste assumenda suscipit harum a ex iure."
2290,2290,1173,Aceita/Finalizada,7883.55,2025-05-14 17:01:50,"Provident nisi blanditiis. Nihil voluptas possimus maxime eaque. Porro hic suscipit adipisci deleniti libero.
Veniam dignissimos recusandae reprehenderit. Laborum asperiores autem sunt. Delectus error iusto provident eveniet pariatur reprehenderit."
2291,2291,1045,Aceita/Em Andamento,9619.32,2025-05-12 04:19:22,"Et consequuntur voluptates nulla cum. Ea natus dicta occaecati repellendus dolores. Ullam delectus reprehenderit in.
Corporis commodi saepe corrupti quaerat blanditiis. Laudantium placeat odit voluptate iste praesentium reprehenderit. Eos id optio officia."
2292,2292,510,Aceita/Finalizada,8025.67,2025-05-17 10:19:33,"Error non laudantium. Officiis alias totam rerum voluptatem.
Quis perferendis cupiditate corrupti itaque. Ipsam exercitationem repellat.
Aliquid atque ducimus blanditiis at. Illum nemo esse velit maiores. Aut quo mollitia cum nam tempora accusamus."
2293,2293,1243,Recusada,4645.19,2025-05-19 19:08:50,"Assumenda natus similique voluptate mollitia porro. Odio dignissimos expedita laboriosam facere reiciendis pariatur accusamus. Ad nostrum corporis. Hic labore aut in expedita.
Nemo quod eligendi at. Omnis non tenetur magnam corrupti est. Assumenda accusamus eaque perferendis nemo consequuntur temporibus."
2294,2294,478,Recusada,5618.86,2025-05-21 12:43:59,"Libero incidunt reiciendis excepturi accusantium. Nobis doloremque optio. Corporis unde blanditiis assumenda dolore beatae alias.
Tempore quas nostrum vel error expedita doloribus tempore. Tempore deleniti adipisci facere. Sapiente labore nobis. Perferendis officia repellat vel."
2295,2295,2422,Aceita/Em Andamento,2134.91,2025-05-09 23:46:56,"Modi est officia cupiditate earum numquam sint voluptatem. Voluptate veniam quidem velit sint non.
Ab ipsam asperiores atque. Mollitia alias delectus aut. Rerum accusantium veniam minima iste alias.
Nulla quasi debitis facere necessitatibus necessitatibus corrupti dolores. Fugiat beatae rem sequi quae. Ratione distinctio ut reprehenderit."
2296,2296,2179,Aceita/Finalizada,765.92,2025-05-11 21:44:27,"Voluptate nisi fugiat vitae incidunt quos ad. Optio id at nostrum recusandae quo eos. Deleniti mollitia aliquid nam odit.
Beatae neque nulla laudantium. Corporis alias quam magni vitae. Velit delectus laudantium id reprehenderit quisquam culpa."
2297,2297,2446,Cancelada,3795.99,2025-05-10 23:33:40,"Nam sint in exercitationem. Odit adipisci officia. Error facere nobis accusantium incidunt vel mollitia minus.
Consectetur molestias qui enim voluptates quo necessitatibus. Perferendis eum culpa rerum. Iusto assumenda ad neque sapiente."
2298,2298,1825,Pendente,8047.34,2025-05-20 18:31:01,"Fuga occaecati delectus.
Consectetur ut rem iure eveniet reprehenderit at aliquam. Aut iure animi id nostrum.
Sunt totam ad facilis id magnam. Debitis quidem reiciendis laudantium. Minima cumque iste optio qui.
Ab maiores nihil commodi itaque. Quasi praesentium magni consectetur molestias sint amet distinctio.
Soluta ut quas labore cumque."
2299,2299,632,Aceita/Em Andamento,5047.10,2025-05-09 05:20:09,"Eligendi quas hic quae corporis error. Maxime culpa similique eaque.
Alias nam sunt nobis. Modi repudiandae magnam omnis. Natus quis tempora. Ducimus sunt veniam perspiciatis alias in.
Vero eius dolores natus veritatis. Porro vel praesentium architecto sit magnam dolorum."
2300,2300,912,Pendente,1382.25,2025-05-21 19:53:59,"Libero molestias labore voluptate. Iste minima consequatur non. Libero suscipit vel autem officiis.
Provident doloremque reprehenderit tempora fugiat neque corrupti. Ea magni sed soluta. Libero rerum temporibus expedita quos explicabo doloribus quod."
2301,2301,1250,Recusada,3782.84,2025-05-16 19:48:49,"Cupiditate blanditiis cupiditate sint.
Consequatur eius blanditiis molestiae voluptatem laudantium quaerat. Sit ea eos assumenda. Adipisci consequuntur laudantium. Rerum optio doloremque iste repellat.
Tempore iusto illum.
Commodi deleniti voluptas labore. Nemo veniam aspernatur possimus in unde alias.
Sunt iure hic officia ducimus aspernatur."
2302,2302,1094,Aceita/Finalizada,9288.32,2025-05-13 07:08:46,"Ex error illum itaque similique. Architecto quam sit quas amet qui. Minus quisquam alias quisquam expedita quas.
Ipsa officia sequi nisi. Officia deleniti non sequi numquam eum in. Illum magni vitae harum.
Iste libero labore expedita molestiae."
2303,2303,2385,Pendente,7300.07,2025-05-19 21:25:17,"Veritatis consequuntur non rerum est. Laboriosam odio rem. Voluptates nulla ut facere tenetur reprehenderit odit.
Impedit incidunt ullam mollitia optio nam aspernatur ex. Corrupti ipsum perferendis. Delectus quas omnis laborum asperiores.
Error reiciendis animi accusamus temporibus. Consequatur magnam id."
2304,2304,1124,Aceita/Em Andamento,2296.01,2025-05-10 07:07:05,"Ullam vero nobis cum. Pariatur quia nesciunt.
Dolor at quae vel optio. Error odit beatae in.
Aperiam maiores exercitationem laudantium quia.
Modi molestiae deserunt voluptatum inventore molestiae. Rerum occaecati saepe optio.
Ipsum necessitatibus eum ut. Laudantium itaque vel ducimus dolor debitis. Et voluptatem provident impedit ad facere."
2305,2305,1931,Aceita/Finalizada,2576.97,2025-05-11 18:53:01,"Neque eveniet amet atque doloremque numquam eum. Nam neque autem qui culpa. Ipsum nobis illo eius incidunt veritatis.
Quas temporibus dolorem alias commodi voluptatibus. Totam laborum a omnis sunt corrupti quas. Quos vero dolores cumque atque architecto.
Provident magni doloremque optio hic ut at. Commodi totam laudantium voluptas."
2306,2306,840,Recusada,6309.81,2025-05-14 01:22:29,"Quam quidem suscipit fugit quos quo. Corrupti excepturi sapiente dolor repudiandae. Quibusdam officiis et quo quas aperiam expedita.
Quia ipsa ut. Quam distinctio eligendi vitae esse sunt.
Quia inventore labore voluptatum excepturi saepe. Aut necessitatibus recusandae necessitatibus voluptas."
2307,2307,192,Recusada,5316.73,2025-05-19 13:25:38,"Perspiciatis facere voluptas rem fugiat.
Dolore eos optio autem. Dignissimos repellendus excepturi.
Aperiam optio illo nobis. Libero possimus dolorem aut consectetur voluptates. Fuga eius ipsam ex repellat voluptatibus fuga. Repudiandae quo totam eum voluptate esse a.
Ex nisi neque porro. Ullam dolorem distinctio."
2308,2308,1451,Aceita/Finalizada,5401.45,2025-05-21 06:35:55,"Accusamus praesentium veritatis quisquam ducimus. Dolorem vitae aspernatur molestiae incidunt vitae omnis.
Magnam rem ut eum mollitia incidunt pariatur excepturi. Voluptas fuga odit. Vel blanditiis vitae alias sed repellendus.
A unde enim. Inventore magni odio amet temporibus id. Consectetur aliquid esse sed modi.
Deleniti doloremque odit."
2309,2309,691,Aceita/Finalizada,2946.77,2025-05-18 13:19:16,"Non quae tempore debitis est tenetur sint eaque. Sapiente cum sit minima voluptatem delectus. Blanditiis illum distinctio minima amet.
Unde qui labore sed consectetur. Iure expedita sit odio quaerat aliquam eius quibusdam.
Minima accusantium unde ipsa culpa placeat. Doloremque fugit harum earum vel.
Hic molestiae maxime corporis maiores qui."
2310,2310,1640,Cancelada,7492.71,2025-05-10 09:00:36,"Ratione fugit accusamus. Maxime consectetur facere eligendi nam itaque. Ut amet beatae.
Quasi consequatur facere at fuga labore veritatis sint. Totam nobis rem sed.
Dolorem aut nostrum maiores deleniti tempore perferendis. Ullam doloremque inventore possimus recusandae.
Ipsum ullam doloremque aliquid. Ipsum animi debitis veniam."
2311,2311,773,Pendente,83.83,2025-05-19 01:53:59,Recusandae praesentium provident maiores nam excepturi delectus. Quam eveniet atque cum voluptatem tempora voluptatibus. Tempora quia iste recusandae sed laboriosam cum.
2312,2312,2426,Recusada,9684.58,2025-05-15 00:06:44,"Repellendus tempore porro. Dolores aspernatur accusantium hic aliquam. Voluptas asperiores atque unde inventore suscipit magnam recusandae.
Voluptate laboriosam magnam ex. Voluptates unde quisquam alias ab. Voluptas autem deleniti consequuntur cumque quidem ullam.
Quia quidem commodi illo nobis quam. Eos eveniet ea alias. Veniam dolore quis iste."
2313,2313,1170,Aceita/Em Andamento,635.15,2025-05-09 07:36:39,"Mollitia dolor occaecati quod fuga. Occaecati asperiores libero fugiat. Quasi quisquam ea ullam porro dolor harum. Voluptatem eius perferendis quibusdam.
Ipsam iusto quidem. Numquam dolores magni deserunt.
In suscipit mollitia sed amet sint quos. Enim tempore libero consequuntur architecto delectus. Ea deserunt perferendis repellendus minima."
2314,2314,2127,Aceita/Finalizada,7416.27,2025-05-09 23:31:12,"Libero occaecati consectetur laboriosam quasi. Nulla blanditiis harum quia voluptatibus assumenda.
Error nam necessitatibus vitae neque. A accusantium at necessitatibus.
Totam nostrum accusantium asperiores voluptatum accusamus. Odio voluptatum distinctio minima."
